measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
27,Probability of death,566,Texas,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,2.40949234311666E-05,,
27,Probability of death,566,Texas,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,0.00024437738375523400,,
27,Probability of death,566,Texas,1,Male,22,All ages,515,Asthma,8,Probability of death,2011,0.0007063125443300280,,
27,Probability of death,566,Texas,2,Female,22,All ages,515,Asthma,8,Probability of death,2011,0.0013324622993571900,,
27,Probability of death,566,Texas,3,Both,22,All ages,515,Asthma,8,Probability of death,2011,0.0010375216724240900,,
27,Probability of death,566,Texas,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.0809216278421046,,
27,Probability of death,566,Texas,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08706512080119360,,
27,Probability of death,566,Texas,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08372444492728140,,
27,Probability of death,566,Texas,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,0.0004261538194826730,,
27,Probability of death,566,Texas,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,2.07362655847752E-05,,
27,Probability of death,566,Texas,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,0.00021075154622858700,,
27,Probability of death,566,Texas,1,Male,22,All ages,515,Asthma,8,Probability of death,2015,0.0007174635667584110,,
27,Probability of death,566,Texas,2,Female,22,All ages,515,Asthma,8,Probability of death,2015,0.0013238740926009900,,
27,Probability of death,566,Texas,3,Both,22,All ages,515,Asthma,8,Probability of death,2015,0.0010361433946139200,,
27,Probability of death,566,Texas,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.08098370636628600,,
27,Probability of death,566,Texas,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.08619676085840930,,
27,Probability of death,566,Texas,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.08329182320337300,,
27,Probability of death,566,Texas,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,0.00045618768474488000,,
27,Probability of death,566,Texas,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,2.22349679065636E-05,,
27,Probability of death,566,Texas,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,0.0002254246133421680,,
27,Probability of death,566,Texas,1,Male,22,All ages,515,Asthma,8,Probability of death,2014,0.0007395764142878360,,
27,Probability of death,566,Texas,2,Female,22,All ages,515,Asthma,8,Probability of death,2014,0.0013434932790915400,,
27,Probability of death,566,Texas,3,Both,22,All ages,515,Asthma,8,Probability of death,2014,0.0010562264423083200,,
27,Probability of death,570,Washington,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2013,0.08169763201457500,,
27,Probability of death,570,Washington,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2013,0.08420989058872020,,
27,Probability of death,570,Washington,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2013,0.08263042481519300,,
27,Probability of death,570,Washington,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2013,0.0010163158059059400,,
27,Probability of death,570,Washington,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2013,3.82608776910949E-05,,
27,Probability of death,570,Washington,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2013,0.0004952172542348390,,
27,Probability of death,570,Washington,1,Male,22,All ages,515,Asthma,8,Probability of death,2013,0.0009593792137719220,,
27,Probability of death,570,Washington,2,Female,22,All ages,515,Asthma,8,Probability of death,2013,0.001775155951587220,,
27,Probability of death,570,Washington,3,Both,22,All ages,515,Asthma,8,Probability of death,2013,0.0013828882945877700,,
27,Probability of death,570,Washington,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2012,0.08358263143313680,,
27,Probability of death,570,Washington,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2012,0.08469196632145680,,
27,Probability of death,570,Washington,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2012,0.08377824162875010,,
27,Probability of death,570,Washington,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2012,0.0010395189700577400,,
27,Probability of death,570,Washington,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2012,3.93813738764528E-05,,
27,Probability of death,570,Washington,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2012,0.0005084519450667540,,
27,Probability of death,570,Washington,1,Male,22,All ages,515,Asthma,8,Probability of death,2012,0.0009125527293965820,,
27,Probability of death,570,Washington,2,Female,22,All ages,515,Asthma,8,Probability of death,2012,0.0018042173008132500,,
27,Probability of death,570,Washington,3,Both,22,All ages,515,Asthma,8,Probability of death,2012,0.001376292571795160,,
27,Probability of death,570,Washington,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2011,0.08267264726446340,,
27,Probability of death,570,Washington,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2011,0.08534701921540630,,
27,Probability of death,570,Washington,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2011,0.08369245392183540,,
27,Probability of death,570,Washington,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,0.0010636507715084500,,
27,Probability of death,570,Washington,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,3.97040739237279E-05,,
27,Probability of death,570,Washington,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,0.0005146117032497520,,
27,Probability of death,570,Washington,1,Male,22,All ages,515,Asthma,8,Probability of death,2011,0.000919297231061291,,
27,Probability of death,570,Washington,2,Female,22,All ages,515,Asthma,8,Probability of death,2011,0.001747094453587300,,
27,Probability of death,570,Washington,3,Both,22,All ages,515,Asthma,8,Probability of death,2011,0.0013537039617374200,,
27,Probability of death,570,Washington,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.07969267156058260,,
27,Probability of death,570,Washington,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.08259663700984500,,
27,Probability of death,570,Washington,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.08087422508878410,,
27,Probability of death,570,Washington,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,0.0009713743085974260,,
27,Probability of death,570,Washington,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,3.68633973123228E-05,,
27,Probability of death,570,Washington,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,0.00047519756060332800,,
27,Probability of death,570,Washington,1,Male,22,All ages,515,Asthma,8,Probability of death,2014,0.000926323460854496,,
27,Probability of death,570,Washington,2,Female,22,All ages,515,Asthma,8,Probability of death,2014,0.0017747559748925900,,
27,Probability of death,570,Washington,3,Both,22,All ages,515,Asthma,8,Probability of death,2014,0.0013657598685037000,,
27,Probability of death,570,Washington,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08130336583002760,,
27,Probability of death,570,Washington,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08327485886293770,,
27,Probability of death,570,Washington,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08196551417104350,,
27,Probability of death,570,Washington,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,0.0009162043482479860,,
27,Probability of death,570,Washington,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,3.42375533751156E-05,,
27,Probability of death,570,Washington,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,0.00045126995741473700,,
27,Probability of death,570,Washington,1,Male,22,All ages,515,Asthma,8,Probability of death,2015,0.0008843597551570370,,
27,Probability of death,570,Washington,2,Female,22,All ages,515,Asthma,8,Probability of death,2015,0.0017440001133434900,,
27,Probability of death,570,Washington,3,Both,22,All ages,515,Asthma,8,Probability of death,2015,0.0013290965270326600,,
27,Probability of death,555,New York,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2011,0.06130753858156700,,
27,Probability of death,555,New York,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2011,0.06151093972268910,,
27,Probability of death,555,New York,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2011,0.06110784399847590,,
27,Probability of death,555,New York,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,0.0003169528706365170,,
27,Probability of death,555,New York,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,7.49514170861037E-06,,
27,Probability of death,555,New York,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2011,0.00014362102443487600,,
27,Probability of death,555,New York,1,Male,22,All ages,515,Asthma,8,Probability of death,2011,0.0011545706397114300,,
27,Probability of death,555,New York,2,Female,22,All ages,515,Asthma,8,Probability of death,2011,0.00154854519724627,,
27,Probability of death,555,New York,3,Both,22,All ages,515,Asthma,8,Probability of death,2011,0.0013725530437149100,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2013,0.08676045785138950,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2013,0.08969991280222430,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2013,0.08783454537602230,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2013,0.0011237522885708600,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2013,3.55198834889705E-05,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2013,0.0005631589520924930,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,515,Asthma,8,Probability of death,2013,0.0010745023977697400,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,515,Asthma,8,Probability of death,2013,0.0018144310266247100,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,515,Asthma,8,Probability of death,2013,0.0014507833843460700,,
27,Probability of death,555,New York,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2010,0.06033086641425440,,
27,Probability of death,555,New York,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2010,0.06036569744818240,,
27,Probability of death,555,New York,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2010,0.05999383676056210,,
27,Probability of death,555,New York,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2010,0.0003342130506663560,,
27,Probability of death,555,New York,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2010,7.32227574505697E-06,,
27,Probability of death,555,New York,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2010,0.00015079081630618500,,
27,Probability of death,555,New York,1,Male,22,All ages,515,Asthma,8,Probability of death,2010,0.0011679461499549500,,
27,Probability of death,555,New York,2,Female,22,All ages,515,Asthma,8,Probability of death,2010,0.0015644107221725500,,
27,Probability of death,555,New York,3,Both,22,All ages,515,Asthma,8,Probability of death,2010,0.0013868731798446700,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.08720616515303530,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.0867890388714038,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.08668041598572070,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,0.0010116886398154900,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,3.23607858057137E-05,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,0.0005116252957430950,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,515,Asthma,8,Probability of death,2016,0.0010558282004126900,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,515,Asthma,8,Probability of death,2016,0.001714303498031630,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,515,Asthma,8,Probability of death,2016,0.001386452841121300,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.08666159554816060,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.09069851326764380,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2014,0.08836641914507020,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,0.0010778761907192700,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,3.4719382306004E-05,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2014,0.0005430124715658890,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,515,Asthma,8,Probability of death,2014,0.0010953675443205300,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,515,Asthma,8,Probability of death,2014,0.0018621693173046600,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,515,Asthma,8,Probability of death,2014,0.0014841709008123400,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08768070035345420,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08966197948293630,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2015,0.08840942096703560,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,0.0010483952118351700,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,3.27162749945104E-05,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2015,0.0005332992900435670,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,515,Asthma,8,Probability of death,2015,0.0010859046927047800,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,515,Asthma,8,Probability of death,2015,0.001809382092827590,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,515,Asthma,8,Probability of death,2015,0.001449580148770400,,
27,Probability of death,555,New York,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2012,0.06073719371595170,,
27,Probability of death,555,New York,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2012,0.06330958841476060,,
27,Probability of death,555,New York,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2012,0.061828430757400900,,
27,Probability of death,555,New York,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2012,0.0003101899324021710,,
27,Probability of death,555,New York,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2012,7.40556947783817E-06,,
27,Probability of death,555,New York,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2012,0.0001410457613806160,,
27,Probability of death,555,New York,1,Male,22,All ages,515,Asthma,8,Probability of death,2012,0.0011602458176705000,,
27,Probability of death,555,New York,2,Female,22,All ages,515,Asthma,8,Probability of death,2012,0.0016057532853266500,,
27,Probability of death,555,New York,3,Both,22,All ages,515,Asthma,8,Probability of death,2012,0.001408207489031710,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2017,0.08544948925970790,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2017,0.08743465903736790,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2017,0.08624491441798050,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2017,0.000961685413079248,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2017,3.12727995117508E-05,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2017,0.0004939033777483330,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,515,Asthma,8,Probability of death,2017,0.001028691959915770,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,515,Asthma,8,Probability of death,2017,0.0017631750603652000,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,515,Asthma,8,Probability of death,2017,0.0013938982460993900,,
27,Probability of death,566,Texas,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.0810726963541047,,
27,Probability of death,566,Texas,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.08679739674358610,,
27,Probability of death,566,Texas,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.08364822510944940,,
27,Probability of death,566,Texas,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,0.00041071208338681800,,
27,Probability of death,566,Texas,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,2.08710491817256E-05,,
27,Probability of death,566,Texas,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,0.00020419206057474000,,
27,Probability of death,566,Texas,1,Male,22,All ages,515,Asthma,8,Probability of death,2016,0.0006762963611139840,,
27,Probability of death,566,Texas,2,Female,22,All ages,515,Asthma,8,Probability of death,2016,0.001264058318679840,,
27,Probability of death,566,Texas,3,Both,22,All ages,515,Asthma,8,Probability of death,2016,0.0009819423483249760,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2018,0.08337813478077120,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2018,0.08832577367508540,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2018,0.08566718220959240,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2018,0.0009372868570601390,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2018,3.06796652039844E-05,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2018,0.00048418784481969800,,
27,Probability of death,554,New Mexico,1,Male,22,All ages,515,Asthma,8,Probability of death,2018,0.001014357926696020,,
27,Probability of death,554,New Mexico,2,Female,22,All ages,515,Asthma,8,Probability of death,2018,0.0016821572716291900,,
27,Probability of death,554,New Mexico,3,Both,22,All ages,515,Asthma,8,Probability of death,2018,0.0013461282821289800,,
27,Probability of death,570,Washington,1,Male,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.07931872436711180,,
27,Probability of death,570,Washington,2,Female,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.08297095617623880,,
27,Probability of death,570,Washington,3,Both,22,All ages,508,Chronic respiratory diseases,8,Probability of death,2016,0.08082905906154580,,
27,Probability of death,570,Washington,1,Male,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,0.0008612577772646,,
27,Probability of death,570,Washington,2,Female,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,3.43616102094992E-05,,
27,Probability of death,570,Washington,3,Both,22,All ages,510,Pneumoconiosis,8,Probability of death,2016,0.0004266243190327230,,
27,Probability of death,570,Washington,1,Male,22,All ages,515,Asthma,8,Probability of death,2016,0.0008467511781641550,,
27,Probability of death,570,Washington,2,Female,22,All ages,515,Asthma,8,Probability of death,2016,0.0017202444559310000,,
27,Probability of death,570,Washington,3,Both,22,All ages,515,Asthma,8,Probability of death,2016,0.0012974678285262300,,
